Team,Date,Player_Name,Notes,Season,player_height,player_weight,age
Clippers,2013-02-11,Caron Butler,sore lower back,2013,200.66,103.418976,34.0
Clippers,2013-03-13,Caron Butler,strained left calf / left elbow injury,2013,200.66,103.418976,34.0
Bucks,2013-11-15,Caron Butler,sprained left shoulder,2013,200.66,103.418976,34.0
Bucks,2013-11-29,Caron Butler,sore left knee,2013,200.66,103.418976,34.0
Bucks,2014-02-05,Caron Butler,placed on IL with ankle injury,2014,200.66,103.418976,35.0
Bucks,2014-02-22,Caron Butler,sore left ankle,2014,200.66,103.418976,35.0
Pistons,2015-02-10,Caron Butler,back spasms,2015,200.66,103.418976,36.0
Kings,2015-11-25,Caron Butler,placed on IL with ankle injury,2015,200.66,103.418976,36.0
Cavaliers,2013-10-29,Carrick Felix,sports hernia,2013,198.12,91.171992,23.0
Cavaliers,2013-11-16,Carrick Felix,placed on IL with sports hernia,2013,198.12,91.171992,23.0
Wizards,2011-03-08,Cartier Martin,patella tendinitis in right knee,2011,200.66,99.79024,27.0
Wizards,2011-04-05,Cartier Martin,stress fracture in left foot,2011,200.66,99.79024,27.0
Wizards,2013-01-07,Cartier Martin,hyperextended left knee,2013,200.66,99.79024,29.0
Hawks,2013-12-18,Cartier Martin,sprained left ankle,2013,200.66,99.79024,29.0
Pistons,2014-10-29,Cartier Martin,placed on IL with strained right foot,2014,200.66,99.79024,30.0
Cavaliers,2018-03-10,Cedi Osman,strained left hip,2018,203.2,97.52228,24.0
Cavaliers,2018-11-09,Cedi Osman,lower back spasms,2018,203.2,97.52228,24.0
Cavaliers,2019-02-05,Cedi Osman,placed on IL with sprained right ankle,2019,200.66,104.32616,25.0
Bulls,2018-11-21,Chandler Hutchison,placed on IL with back spasms,2018,200.66,89.357624,23.0
Bulls,2019-01-26,Chandler Hutchison,placed on IL with right foot injury,2019,200.66,95.25431999999999,24.0
Bulls,2019-03-23,Chandler Hutchison,toe injury,2019,200.66,95.25431999999999,24.0
Bulls,2019-10-22,Chandler Hutchison,strained left hamstring,2019,200.66,95.25431999999999,24.0
Bulls,2019-11-20,Chandler Hutchison,placed on IL with shin injury,2019,200.66,95.25431999999999,24.0
Bulls,2019-11-29,Chandler Hutchison,placed on IL with right shoulder injury,2019,200.66,95.25431999999999,24.0
Bulls,2020-02-20,Chandler Hutchison,right shoulder injury,2020,198.12,95.25431999999999,25.0
Bulls,2020-03-11,Chandler Hutchison,surgery on right shoulder,2020,198.12,95.25431999999999,25.0
Rockets,2012-04-26,Chandler Parsons,bruised right shoulder,2012,205.74,102.965384,24.0
Rockets,2012-11-28,Chandler Parsons,sore right shoulder,2012,205.74,102.965384,24.0
Rockets,2013-04-01,Chandler Parsons,placed on IL with food poisoning,2013,205.74,102.965384,25.0
Rockets,2013-12-02,Chandler Parsons,sore back / back spasms,2013,205.74,102.965384,25.0
Rockets,2014-01-08,Chandler Parsons,sore right knee,2014,205.74,102.965384,26.0
Rockets,2014-04-12,Chandler Parsons,sore wrist,2014,205.74,102.965384,26.0
Mavericks,2014-12-13,Chandler Parsons,placed on IL with sore lower back,2014,205.74,102.965384,26.0
Mavericks,2015-02-22,Chandler Parsons,placed on IL with sprained left ankle,2015,208.28,104.32616,27.0
Mavericks,2015-04-04,Chandler Parsons,right knee injury,2015,208.28,104.32616,27.0
Mavericks,2015-04-21,Chandler Parsons,placed on IL with sprained right knee,2015,208.28,104.32616,27.0
Mavericks,2015-05-01,Chandler Parsons,arthroscopic surgery on right knee to repair cartilage damage,2015,208.28,104.32616,27.0
Mavericks,2015-10-26,Chandler Parsons,recovering from arthroscopic surgery on right knee to repair cartilage damage,2015,208.28,104.32616,27.0
Mavericks,2015-11-11,Chandler Parsons,placed on IL with rehab of knee / rest,2015,208.28,104.32616,27.0
Mavericks,2015-11-25,Chandler Parsons,placed on IL for rest,2015,208.28,104.32616,27.0
Mavericks,2015-12-01,Chandler Parsons,rest,2015,208.28,104.32616,27.0
Mavericks,2016-01-13,Chandler Parsons,placed on IL for rest,2016,208.28,104.32616,28.0
Mavericks,2016-03-18,Chandler Parsons,sore right knee,2016,208.28,104.32616,28.0
Grizzlies,2016-10-24,Chandler Parsons,sore right knee,2016,208.28,104.32616,28.0
Grizzlies,2016-11-19,Chandler Parsons,placed on IL with bone bruise in left knee,2016,208.28,104.32616,28.0
Grizzlies,2016-12-27,Chandler Parsons,rest,2016,208.28,104.32616,28.0
Grizzlies,2017-01-20,Chandler Parsons,rest,2017,208.28,104.32616,29.0
Grizzlies,2017-02-04,Chandler Parsons,,2017,208.28,104.32616,29.0
Grizzlies,2017-02-10,Chandler Parsons,rest,2017,208.28,104.32616,29.0
Grizzlies,2017-03-09,Chandler Parsons,sore left knee / rest,2017,208.28,104.32616,29.0
Grizzlies,2017-10-25,Chandler Parsons,rest,2017,208.28,104.32616,29.0
Grizzlies,2017-11-29,Chandler Parsons,sore right knee,2017,208.28,104.32616,29.0
Grizzlies,2017-12-09,Chandler Parsons,rest,2017,208.28,104.32616,29.0
Grizzlies,2017-12-16,Chandler Parsons,rest,2017,208.28,104.32616,29.0
Grizzlies,2017-12-26,Chandler Parsons,placed on IL for rest,2017,208.28,104.32616,29.0
Grizzlies,2018-03-22,Chandler Parsons,placed on IL for rest,2018,208.28,104.32616,30.0
Grizzlies,2018-03-30,Chandler Parsons,rest,2018,208.28,104.32616,30.0
Grizzlies,2018-10-23,Chandler Parsons,sore right knee,2018,208.28,104.32616,30.0
Grizzlies,2019-04-10,Chandler Parsons,sore left knee,2019,205.74,104.32616,31.0
Hawks,2019-10-23,Chandler Parsons,knee injury,2019,205.74,104.32616,31.0
Suns,2011-03-07,Channing Frye,dislocated right shoulder,2011,210.82,111.13004,29.0
Magic,2014-10-28,Channing Frye,placed on IL with sprained MCL in left knee,2014,210.82,115.66596,32.0
Cavaliers,2018-01-23,Channing Frye,placed on IL with strained abdominal,2018,213.36,115.66596,36.0
Lakers,2018-02-16,Channing Frye,appendectomy,2018,213.36,115.66596,36.0
Lakers,2018-02-24,Channing Frye,recovering from appendectomy,2018,213.36,115.66596,36.0
Pistons,2011-01-21,Charlie Villanueva,sprained left ankle,2011,210.82,105.233344,27.0
Pistons,2011-04-05,Charlie Villanueva,placed on IL with sore back,2011,210.82,105.233344,27.0
Pistons,2012-01-07,Charlie Villanueva,sore right ankle,2012,210.82,105.233344,28.0
Pistons,2012-03-21,Charlie Villanueva,ankle injury,2012,210.82,105.233344,28.0
Pistons,2013-03-06,Charlie Villanueva,sore left hamstring,2013,210.82,105.233344,29.0
Pistons,2013-11-20,Charlie Villanueva,sore back,2013,210.82,105.233344,29.0
Pistons,2014-01-28,Charlie Villanueva,stomach virus,2014,210.82,105.233344,30.0
Pistons,2014-03-24,Charlie Villanueva,sore back,2014,210.82,105.233344,30.0
Rockets,2010-11-14,Chase Budinger,sprained left ankle,2010,200.66,98.883056,23.0
Rockets,2011-03-23,Chase Budinger,sprained left ankle,2011,200.66,98.883056,24.0
Timberwolves,2012-11-11,Chase Budinger,torn meniscus in left knee,2012,200.66,98.883056,25.0
Timberwolves,2013-09-27,Chase Budinger,damaged cartilage in left knee,2013,200.66,94.800728,26.0
Timberwolves,2013-10-29,Chase Budinger,recovering from surgery on left knee,2013,200.66,94.800728,26.0
Timberwolves,2014-04-08,Chase Budinger,sprained right ankle,2014,200.66,94.800728,27.0
Timberwolves,2015-04-15,Chase Budinger,sprained left ankle,2015,200.66,94.800728,28.0
Knicks,2016-10-15,Chasson Randle,fractured left orbital bone,2016,187.96,83.91452,24.0
Nuggets,2010-11-22,Chauncey Billups,placed on IL with broken nose and sprained right wrist,2010,190.5,95.25431999999999,34.0
Nuggets,2010-12-14,Chauncey Billups,sprained right wrist,2010,190.5,95.25431999999999,34.0
Nuggets,2011-02-09,Chauncey Billups,placed on IL with strained left knee,2011,190.5,95.25431999999999,35.0
Knicks,2011-03-02,Chauncey Billups,placed on IL with bruised left thigh,2011,190.5,95.25431999999999,35.0
Knicks,2011-04-13,Chauncey Billups,rest,2011,190.5,95.25431999999999,35.0
Knicks,2011-04-19,Chauncey Billups,placed on IL with strained left knee,2011,190.5,95.25431999999999,35.0
Clippers,2011-12-30,Chauncey Billups,sore right groin,2011,190.5,95.25431999999999,35.0
Clippers,2012-02-07,Chauncey Billups,torn left Achilles tendon,2012,190.5,95.25431999999999,36.0
Clippers,2012-02-14,Chauncey Billups,surgery to repair torn left Achilles tendon,2012,190.5,95.25431999999999,36.0
Clippers,2012-10-31,Chauncey Billups,placed on IL recovering from surgery to repair turn left Achilles tendon,2012,190.5,95.25431999999999,36.0
Clippers,2012-12-05,Chauncey Billups,placed on IL with sore left foot,2012,190.5,95.25431999999999,36.0
Clippers,2013-02-11,Chauncey Billups,sore lower back,2013,190.5,95.25431999999999,37.0
Clippers,2013-03-20,Chauncey Billups,hamstring injury,2013,190.5,95.25431999999999,37.0
Clippers,2013-03-29,Chauncey Billups,placed on IL with strained right groin,2013,190.5,95.25431999999999,37.0
Pistons,2013-11-15,Chauncey Billups,placed on IL with tendinitis in knee,2013,190.5,95.25431999999999,37.0
Pelicans,2018-12-29,Cheick Diallo,sprained right ankle,2018,205.74,99.79024,22.0
Spurs,2019-11-27,Chimezie Metu,placed on IL with sore left foot,2019,205.74,102.0582,23.0
Rockets,2016-10-28,Chinanu Onuaku,placed on IL,2016,208.28,111.13004,20.0
Rockets,2016-11-09,Chinanu Onuaku,placed on IL,2016,208.28,111.13004,20.0
Nuggets,2010-10-27,Chris Andersen,placed on IL recovering from surgery on right knee to repair partially torn patella tendon,2010,208.28,103.418976,32.0
Nuggets,2010-12-05,Chris Andersen,placed on IL with fracture in lower back,2010,208.28,103.418976,32.0
Nuggets,2011-01-09,Chris Andersen,placed on IL with sore right knee,2011,208.28,103.418976,33.0
Nuggets,2011-01-31,Chris Andersen,placed on IL with sore right knee,2011,208.28,103.418976,33.0
Nuggets,2011-04-03,Chris Andersen,placed on IL with sprained right ankle,2011,208.28,103.418976,33.0
Heat,2013-12-27,Chris Andersen,sore back,2013,208.28,111.13004,35.0
Heat,2014-01-15,Chris Andersen,placed on IL with body soreness / knee injury,2014,208.28,111.13004,36.0
Heat,2014-04-06,Chris Andersen,bruised right knee,2014,208.28,111.13004,36.0
Heat,2014-05-26,Chris Andersen,placed on IL with bruised thigh,2014,208.28,111.13004,36.0
Heat,2014-11-02,Chris Andersen,placed on IL with bruised ribs,2014,208.28,111.13004,36.0
Heat,2014-11-25,Chris Andersen,placed on IL with sprained right ankle,2014,208.28,111.13004,36.0
Heat,2015-01-27,Chris Andersen,back injury,2015,208.28,111.13004,37.0
Heat,2015-03-25,Chris Andersen,bruised left calf,2015,208.28,111.13004,37.0
Heat,2015-04-05,Chris Andersen,bruised left foot,2015,208.28,111.13004,37.0
Heat,2015-04-15,Chris Andersen,undisclosed,2015,208.28,111.13004,37.0
Heat,2016-01-14,Chris Andersen,sore left knee,2016,208.28,111.13004,38.0
Heat,2016-01-20,Chris Andersen,placed on IL with sore left knee,2016,208.28,111.13004,38.0
Grizzlies,2016-03-07,Chris Andersen,left shoulder subluxation,2016,208.28,111.13004,38.0
Cavaliers,2016-12-16,Chris Andersen,torn ACL in right knee,2016,208.28,111.13004,38.0
Heat,2011-01-18,Chris Bosh,placed on IL with sprained left ankle,2011,210.82,106.59412,28.0
Heat,2011-04-13,Chris Bosh,rest,2011,210.82,106.59412,28.0
Heat,2012-04-19,Chris Bosh,,2012,210.82,106.59412,29.0
Heat,2012-05-15,Chris Bosh,placed on IL with strained abdominal muscle,2012,210.82,106.59412,29.0
Heat,2013-04-06,Chris Bosh,sore right knee,2013,210.82,106.59412,30.0
Heat,2013-04-15,Chris Bosh,sore right knee,2013,210.82,106.59412,30.0
Heat,2014-12-14,Chris Bosh,strained left calf,2014,210.82,106.59412,31.0
Heat,2015-02-20,Chris Bosh,placed on IL with blood clot in lungs,2015,210.82,106.59412,32.0
Warriors,2018-03-27,Chris Boucher,sprained left ankle,2018,208.28,90.7184,26.0
Raptors,2018-10-17,Chris Boucher,head injury,2018,208.28,90.7184,26.0
Raptors,2018-12-26,Chris Boucher,sprained left ankle,2018,208.28,90.7184,26.0
Raptors,2019-04-18,Chris Boucher,back spasms,2019,205.74,90.7184,27.0
Nets,2020-08-13,Chris Chiozza,right adductor injury,2020,180.34,79.3786,25.0
Pacers,2013-08-01,Chris Copeland,arthroscopic surgery on left knee to remove loose body,2013,203.2,106.59412,30.0
Pacers,2015-04-08,Chris Copeland,placed on IL with abdominal injuries from stabbing,2015,205.74,108.408488,32.0
Bucks,2010-10-27,Chris Douglas-Roberts,placed on IL with right eye injury,2010,200.66,95.25431999999999,24.0
Clippers,2014-11-10,Chris Douglas-Roberts,placed on IL with right Achilles injury,2014,200.66,95.25431999999999,28.0
Magic,2010-12-12,Chris Duhon,strained lower back,2010,185.42,86.18248,28.0
Magic,2011-03-30,Chris Duhon,sprained right thumb,2011,185.42,86.18248,29.0
Magic,2011-04-22,Chris Duhon,sprained left ankle,2011,185.42,86.18248,29.0
Magic,2012-04-13,Chris Duhon,foot injury,2012,185.42,86.18248,30.0
Clippers,2010-11-10,Chris Kaman,sprained left ankle,2010,213.36,120.20188,29.0
Clippers,2010-12-06,Chris Kaman,placed on IL with sprained left ankle,2010,213.36,120.20188,29.0
Clippers,2011-04-08,Chris Kaman,sprained right knee,2011,213.36,120.20188,30.0
Hornets,2012-02-10,Chris Kaman,sprained left ankle,2012,213.36,120.20188,31.0
Hornets,2012-04-16,Chris Kaman,bruised left tibia,2012,213.36,120.20188,31.0
Mavericks,2012-10-30,Chris Kaman,placed on IL with strained right calf,2012,213.36,120.20188,31.0
Mavericks,2013-01-29,Chris Kaman,placed on IL with concussion,2013,213.36,120.20188,32.0
Lakers,2013-11-22,Chris Kaman,sore back,2013,213.36,120.20188,32.0
Lakers,2014-02-26,Chris Kaman,sore back,2014,213.36,120.20188,33.0
Lakers,2014-03-21,Chris Kaman,sore right foot,2014,213.36,120.20188,33.0
Lakers,2014-04-02,Chris Kaman,sore right calf,2014,213.36,120.20188,33.0
Blazers,2015-02-05,Chris Kaman,placed on IL with back injury,2015,213.36,120.20188,34.0
Blazers,2015-02-11,Chris Kaman,placed on IL with ankle injury,2015,213.36,120.20188,34.0
Blazers,2015-03-21,Chris Kaman,strained right shoulder,2015,213.36,120.20188,34.0
Blazers,2015-04-06,Chris Kaman,sprained right thumb,2015,213.36,120.20188,34.0
Blazers,2015-04-15,Chris Kaman,back injury,2015,213.36,120.20188,34.0
Blazers,2015-04-22,Chris Kaman,left ankle injury,2015,213.36,120.20188,34.0
Blazers,2015-11-27,Chris Kaman,sore ankle,2015,213.36,120.20188,34.0
Nets,2015-10-26,Chris McCullough,knee injury,2015,210.82,90.7184,21.0
Wizards,2017-04-16,Chris McCullough,placed on IL,2017,205.74,97.52228,23.0
Hornets,2011-03-07,Chris Paul,concussion,2011,182.88,79.3786,27.0
Clippers,2012-01-16,Chris Paul,strained left hamstring,2012,182.88,79.3786,28.0
Clippers,2012-04-25,Chris Paul,strained left groin,2012,182.88,79.3786,28.0
Clippers,2012-08-21,Chris Paul,surgery on right thumb to repair torn ligament,2012,182.88,79.3786,28.0
Clippers,2013-01-14,Chris Paul,bruised right knee,2013,182.88,79.3786,29.0
Clippers,2013-11-29,Chris Paul,strained right hamstring,2013,182.88,79.3786,29.0
Clippers,2014-01-03,Chris Paul,separated right shoulder,2014,182.88,79.3786,30.0
Clippers,2014-04-16,Chris Paul,rest,2014,182.88,79.3786,30.0
Clippers,2015-05-04,Chris Paul,strained hamstring,2015,182.88,79.3786,31.0
Clippers,2015-11-07,Chris Paul,sore right groin,2015,182.88,79.3786,31.0
Clippers,2015-12-02,Chris Paul,placed on IL with inflamed rib cartilage,2015,182.88,79.3786,31.0
Clippers,2016-03-31,Chris Paul,rest,2016,182.88,79.3786,32.0
Clippers,2016-04-08,Chris Paul,rest,2016,182.88,79.3786,32.0
Clippers,2016-04-25,Chris Paul,fractured right hand,2016,182.88,79.3786,32.0
Clippers,2016-10-16,Chris Paul,sprained left thumb,2016,182.88,79.3786,32.0
Clippers,2016-12-23,Chris Paul,strained left hamstring,2016,182.88,79.3786,32.0
Clippers,2016-12-30,Chris Paul,sore left hamstring,2016,182.88,79.3786,32.0
Clippers,2017-01-17,Chris Paul,torn ligament in left thumb,2017,182.88,79.3786,33.0
Clippers,2017-01-28,Chris Paul,placed on IL recoverimg from surgery on left thumb to repair torn ligament,2017,182.88,79.3786,33.0
Rockets,2017-10-18,Chris Paul,bruised left knee,2017,182.88,79.3786,33.0
Rockets,2017-12-21,Chris Paul,strained left adductor,2017,182.88,79.3786,33.0
Rockets,2018-01-30,Chris Paul,sore right groin,2018,182.88,79.3786,34.0
Rockets,2018-03-22,Chris Paul,sore left hamstring,2018,182.88,79.3786,34.0
Rockets,2018-03-30,Chris Paul,sore left hip / rest,2018,182.88,79.3786,34.0
Rockets,2018-04-11,Chris Paul,rest,2018,182.88,79.3786,34.0
Rockets,2018-05-25,Chris Paul,strained right hamstring,2018,182.88,79.3786,34.0
Rockets,2018-11-24,Chris Paul,left leg injury,2018,182.88,79.3786,34.0
Rockets,2018-12-21,Chris Paul,strained left hamstring,2018,182.88,79.3786,34.0
Thunder,2020-08-13,Chris Paul,placed on IL with left hand injury,2020,182.88,79.3786,36.0
Heat,2020-08-18,Chris Silva,"placed on IL with pubic bone injury, strained left groin",2020,203.2,106.140528,24.0
Wizards,2013-09-18,Chris Singleton,surgery on left foot,2013,205.74,103.418976,24.0
Wizards,2013-10-30,Chris Singleton,placed on IL recovering from surgery on left foot to repair fractured bone,2013,205.74,103.418976,24.0
Pistons,2010-10-27,Chris Wilcox,placed on IL with sore left hamstring,2010,208.28,106.59412,28.0
Pistons,2011-01-03,Chris Wilcox,groin injury,2011,208.28,106.59412,29.0
Pistons,2011-02-08,Chris Wilcox,sore groin,2011,208.28,106.59412,29.0
Celtics,2011-12-28,Chris Wilcox,bruised left shoulder,2011,208.28,106.59412,29.0
Celtics,2012-01-14,Chris Wilcox,sore left calf,2012,208.28,106.59412,30.0
Celtics,2012-02-22,Chris Wilcox,strained right abductor,2012,208.28,106.59412,30.0
Celtics,2012-03-11,Chris Wilcox,placed on IL with enlarged aorta,2012,208.28,106.59412,30.0
Celtics,2012-12-19,Chris Wilcox,sprained right thumb,2012,208.28,106.59412,30.0
Celtics,2012-12-27,Chris Wilcox,sprained right thumb,2012,208.28,106.59412,30.0
Cavaliers,2011-01-14,Christian Eyenga,sprained right ankle,2011,200.66,95.25431999999999,23.0
Hornets,2016-11-02,Christian Wood,strep throat,2016,210.82,99.79024,21.0
Hornets,2016-11-21,Christian Wood,sprained right ankle,2016,210.82,99.79024,21.0
Bucks,2018-11-04,Christian Wood,finger injury,2018,208.28,97.068688,23.0
Bucks,2019-01-08,Christian Wood,sprained right ankle,2019,208.28,97.068688,24.0
Pistons,2019-12-19,Christian Wood,left knee injury,2019,208.28,97.068688,24.0
Rockets,2010-12-30,Chuck Hayes,sprained right ankle,2010,198.12,107.954896,28.0
Kings,2012-01-06,Chuck Hayes,dislocated left shoulder,2012,198.12,113.398,30.0
Kings,2012-04-07,Chuck Hayes,food poisoning,2012,198.12,113.398,30.0
Raptors,2013-12-13,Chuck Hayes,placed on IL with irregular heartbeat,2013,198.12,113.398,31.0
Rockets,2015-11-02,Chuck Hayes,foot injury,2015,198.12,108.86208,33.0
Knicks,2014-11-18,Cleanthony Early,right knee injury,2014,203.2,99.79024,24.0
Knicks,2015-01-15,Cleanthony Early,placed on IL with ankle injury,2015,203.2,95.25431999999999,25.0
Knicks,2015-03-17,Cleanthony Early,sprained left ankle,2015,203.2,95.25431999999999,25.0
Knicks,2015-04-05,Cleanthony Early,sprained left ankle,2015,203.2,95.25431999999999,25.0
Knicks,2015-12-30,Cleanthony Early,knee injury,2015,203.2,95.25431999999999,25.0
Blazers,2015-10-26,Cliff Alexander,knee injury,2015,203.2,108.86208,20.0
Rockets,2014-10-28,Clint Capela,placed on IL with strained groin,2014,208.28,108.86208,21.0
Rockets,2016-02-02,Clint Capela,strained left hip flexor,2016,208.28,108.86208,23.0
Rockets,2016-02-25,Clint Capela,sprained right ankle / foot,2016,208.28,108.86208,23.0
Rockets,2016-10-12,Clint Capela,tightness in hamstring,2016,208.28,108.86208,23.0
Rockets,2016-12-19,Clint Capela,fractured fibula in left leg,2016,208.28,108.86208,23.0
Rockets,2017-12-16,Clint Capela,bruised left heel,2017,208.28,108.86208,24.0
Rockets,2017-12-27,Clint Capela,fractured right orbital bone,2017,208.28,108.86208,24.0
Rockets,2018-03-27,Clint Capela,sprained left thumb,2018,208.28,108.86208,25.0
Rockets,2018-04-11,Clint Capela,hand injury,2018,208.28,108.86208,25.0
Rockets,2019-01-14,Clint Capela,placed on IL with right thumb injury,2019,208.28,108.86208,26.0
Rockets,2019-11-14,Clint Capela,concussion,2019,208.28,108.86208,26.0
Rockets,2019-12-28,Clint Capela,placed on IL with right heel injury,2019,208.28,108.86208,26.0
Rockets,2020-01-11,Clint Capela,placed on IL with right heel injury,2020,208.28,108.86208,27.0
Rockets,2020-01-27,Clint Capela,placed on IL with right heel injury,2020,208.28,108.86208,27.0
Hornets,2020-02-07,Cody Martin,concussion,2020,195.58,92.98636,25.0
Bobcats,2013-10-12,Cody Zeller,appendectomy,2013,213.36,108.86208,21.0
Hornets,2015-01-08,Cody Zeller,strained right shoulder,2015,213.36,108.86208,23.0
Hornets,2015-03-11,Cody Zeller,placed on IL with shoulder injury,2015,213.36,108.86208,23.0
Hornets,2015-03-22,Cody Zeller,placed on IL with sore right shoulder,2015,213.36,108.86208,23.0
Hornets,2015-04-22,Cody Zeller,surgery on right shoulder to repair torn tendon,2015,213.36,108.86208,23.0
Hornets,2015-11-13,Cody Zeller,placed on IL with ankle injury,2015,213.36,108.86208,23.0
Hornets,2015-11-20,Cody Zeller,sprained left ankle,2015,213.36,108.86208,23.0
Hornets,2016-01-21,Cody Zeller,strained right shoulder,2016,213.36,108.86208,24.0
Hornets,2016-01-29,Cody Zeller,placed on IL with strained right shoulder,2016,213.36,108.86208,24.0
Hornets,2016-04-11,Cody Zeller,placed on IL with bruised sternum,2016,213.36,108.86208,24.0
Hornets,2016-10-06,Cody Zeller,bone bruise in right knee,2016,213.36,108.86208,24.0
Hornets,2016-11-19,Cody Zeller,sore shoulder,2016,213.36,108.86208,24.0
Hornets,2017-01-02,Cody Zeller,placed on IL with concussion,2017,213.36,108.86208,25.0
Hornets,2017-01-25,Cody Zeller,placed on IL with bruised quadriceps,2017,213.36,108.86208,25.0
Hornets,2017-02-11,Cody Zeller,placed on IL with sore quadriceps,2017,213.36,108.86208,25.0
Hornets,2017-10-20,Cody Zeller,bone bruise in right knee,2017,213.36,108.86208,25.0
Hornets,2017-12-07,Cody Zeller,torn meniscus in left knee,2017,213.36,108.86208,25.0
Hornets,2018-02-28,Cody Zeller,placed on IL with sore left knee,2018,213.36,108.86208,26.0
Hornets,2018-03-10,Cody Zeller,placed on IL with sore left knee,2018,213.36,108.86208,26.0
Hornets,2018-12-02,Cody Zeller,placed on IL with sore ribs,2018,213.36,108.86208,26.0
Hornets,2019-01-01,Cody Zeller,fractured right hand,2019,213.36,108.86208,27.0
Hornets,2019-03-11,Cody Zeller,sore left knee,2019,213.36,108.86208,27.0
Hornets,2019-11-27,Cody Zeller,placed on IL with bruised left hip,2019,213.36,108.86208,27.0
Rockets,2012-11-21,Cole Aldrich,sprained right ankle,2012,210.82,108.86208,24.0
Knicks,2015-01-29,Cole Aldrich,bruised left shin,2015,210.82,113.398,27.0
Timberwolves,2017-11-11,Cole Aldrich,sprained left ankle,2017,210.82,114.758776,29.0
Mavericks,2011-03-24,Corey Brewer,placed on IL with knee injury,2011,205.74,85.275296,26.0
Nuggets,2012-02-06,Corey Brewer,placed on IL,2012,205.74,85.275296,27.0
Bucks,2010-11-27,Corey Maggette,sore left ankle,2010,198.12,102.0582,31.0
Bucks,2010-12-20,Corey Maggette,placed on IL with concussion,2010,198.12,102.0582,31.0
Bucks,2011-02-14,Corey Maggette,placed on IL witih back injury,2011,198.12,102.0582,32.0
Bucks,2011-03-08,Corey Maggette,placed on IL with sore right knee,2011,198.12,102.0582,32.0
Bobcats,2012-01-06,Corey Maggette,strained left hamstring,2012,198.12,102.0582,33.0
Bobcats,2012-01-28,Corey Maggette,placed on IL,2012,198.12,102.0582,33.0
Bobcats,2012-03-19,Corey Maggette,placed on IL with back injury,2012,198.12,102.0582,33.0
Bobcats,2012-03-31,Corey Maggette,placed on IL with strained right Achilles tendon,2012,198.12,102.0582,33.0
Bobcats,2012-04-12,Corey Maggette,strained right Achilles tendon,2012,198.12,102.0582,33.0
Pistons,2012-10-31,Corey Maggette,placed on IL with strained left calf,2012,198.12,102.0582,33.0
Nets,2015-04-19,Cory Jefferson,undisclosed,2015,205.74,98.883056,25.0
Nets,2015-04-25,Cory Jefferson,placed on IL,2015,205.74,98.883056,25.0
Spurs,2012-03-04,Cory Joseph,placed on IL,2012,190.5,83.91452,21.0
Spurs,2013-12-23,Cory Joseph,placed on IL with stomach virus,2013,190.5,86.18248,22.0
Spurs,2014-11-26,Cory Joseph,sprained left ankle,2014,190.5,86.18248,23.0
Rockets,2011-02-16,Courtney Lee,placed on IL with pneumonia,2011,195.58,90.7184,26.0
Rockets,2012-01-04,Courtney Lee,placed on IL with calf injury,2012,195.58,90.7184,27.0
Celtics,2013-03-23,Courtney Lee,sprained left ankle,2013,195.58,90.7184,28.0
Celtics,2013-11-16,Courtney Lee,sore right wrist,2013,195.58,90.7184,28.0
Celtics,2013-11-29,Courtney Lee,sore/sprained left knee,2013,195.58,90.7184,28.0
Grizzlies,2014-11-01,Courtney Lee,placed on IL with concussion,2014,195.58,90.7184,29.0
Grizzlies,2015-03-21,Courtney Lee,placed on IL with right hand injury,2015,195.58,90.7184,30.0
Grizzlies,2016-01-08,Courtney Lee,bruised left hip,2016,195.58,90.7184,31.0
Knicks,2016-11-30,Courtney Lee,sprained left ankle,2016,195.58,90.7184,31.0
Knicks,2016-12-27,Courtney Lee,sore right wrist,2016,195.58,90.7184,31.0
Knicks,2018-03-28,Courtney Lee,left foot injury,2018,195.58,97.52228,33.0
Knicks,2018-04-11,Courtney Lee,sprained left ankle,2018,195.58,97.52228,33.0
Knicks,2018-10-17,Courtney Lee,neck injury,2018,195.58,97.52228,33.0
Mavericks,2019-04-09,Courtney Lee,placed on IL with bruised left hip,2019,195.58,97.52228,34.0
Clippers,2010-10-27,Craig Smith,placed on IL with back injury,2010,200.66,120.20188,27.0
Clippers,2010-12-20,Craig Smith,back injury,2010,200.66,120.20188,27.0
Bulls,2016-10-24,Cristiano Felicio,sore neck,2016,205.74,120.655472,24.0
Bulls,2017-02-04,Cristiano Felicio,right leg injury,2017,205.74,127.00576,25.0
Bulls,2017-03-22,Cristiano Felicio,placed on IL with bruised lower back,2017,205.74,127.00576,25.0
Bulls,2018-03-29,Cristiano Felicio,sore lower back,2018,208.28,120.20188,26.0
Bulls,2018-10-18,Cristiano Felicio,sprained left ankle,2018,208.28,120.20188,26.0
Bulls,2019-11-12,Cristiano Felicio,fractured right wrist,2019,208.28,122.46984,27.0
Lakers,2016-01-08,D'Angelo Russell,sprained right ankle,2016,195.58,88.45044,21.0
Lakers,2016-11-18,D'Angelo Russell,placed on IL with sore left knee,2016,195.58,88.45044,21.0
Lakers,2016-12-17,D'Angelo Russell,placed on IL for rest,2016,195.58,88.45044,21.0
Lakers,2017-01-21,D'Angelo Russell,strained left calf / sprained ligament in right knee,2017,195.58,88.45044,22.0
Lakers,2017-04-05,D'Angelo Russell,placed on IL with sore left knee,2017,195.58,88.45044,22.0
